"ActivityNames" "SubjectID" "TimeBodyAcceleroMean.X" "TimeBodyAcceleroMean.Y" "TimeBodyAcceleroMean.Z" "TimeBodyAcceleroStdDev.X" "TimeBodyAcceleroStdDev.Y" "TimeBodyAcceleroStdDev.Z" "TimeGravityAcceleroMean.X" "TimeGravityAcceleroMean.Y" "TimeGravityAcceleroMean.Z" "TimeGravityAcceleroStdDev.X" "TimeGravityAcceleroStdDev.Y" "TimeGravityAcceleroStdDev.Z" "TimeBodyAcceleroJerkMean.X" "TimeBodyAcceleroJerkMean.Y" "TimeBodyAcceleroJerkMean.Z" "TimeBodyAcceleroJerkStdDev.X" "TimeBodyAcceleroJerkStdDev.Y" "TimeBodyAcceleroJerkStdDev.Z" "TimeBodyGyroMean.X" "TimeBodyGyroMean.Y" "TimeBodyGyroMean.Z" "TimeBodyGyroStdDev.X" "TimeBodyGyroStdDev.Y" "TimeBodyGyroStdDev.Z" "TimeBodyGyroJerkMean.X" "TimeBodyGyroJerkMean.Y" "TimeBodyGyroJerkMean.Z" "TimeBodyGyroJerkStdDev.X" "TimeBodyGyroJerkStdDev.Y" "TimeBodyGyroJerkStdDev.Z" "TimeBodyAcceleroMagMean" "TimeBodyAcceleroMagStdDev" "TimeGravityAcceleroMagMean" "TimeGravityAcceleroMagStdDev" "TimeGravityAcceleroJerkMagMean" "TimeGravityAcceleroJerkMagStdDev" "TimeBodyGyroMagMean" "TimeBodyGyroMagStdDev" "TimeBodyGyroJerkMagMean" "TimeBodyGyroJerkMagStdDev" "FreqBodyAcceleroMean.X" "FreqBodyAcceleroMean.Y" "FreqBodyAcceleroMean.Z" "FreqBodyAcceleroStdDev.X" "FreqBodyAcceleroStdDev.Y" "FreqBodyAcceleroStdDev.Z" "FreqBodyAcceleroJerkMean.X" "FreqBodyAcceleroJerkMean.Y" "FreqBodyAcceleroJerkMean.Z" "FreqBodyAcceleroJerkStdDev.X" "FreqBodyAcceleroJerkStdDev.Y" "FreqBodyAcceleroJerkStdDev.Z" "FreqBodyGyroMean.X" "FreqBodyGyroMean.Y" "FreqBodyGyroMean.Z" "FreqBodyGyroStdDev.X" "FreqBodyGyroStdDev.Y" "FreqBodyGyroStdDev.Z" "FreqBodyAcceleroMagMean" "FreqBodyAcceleroMagStdDev" "FreqBodyBodyAcceleroJerkMagMean" "FreqBodyBodyAcceleroJerkMagStdDev" "FreqBodyBodyGyroMagMean" "FreqBodyBodyGyroMagStdDev" "FreqBodyBodyGyroJerkMagMean" "FreqBodyBodyGyroJerkMagStdDev"
"WALKING_UPSTAIRS" 23 0.24999517 -0.0323844 -0.12689062 -0.24388782 0.04484358 0.10080119 0.2449747 0.84343881 -0.21448181 -0.35593445 -0.93334448 -0.91047456 0.13585265 0.072365 0.03998629 0.01592342 -0.36539862 -0.32822503 0.22103198 0.09579402 -0.11156439 -0.03255575 -0.55066458 -0.29368186 0.01086048 -0.10991309 -0.05239438 -0.09249985 -0.54831888 -0.49351412 -0.39758722 -0.01175369 0.0968229 -0.01175369 0.0968229 -0.31114389 -0.03491041 -0.15652715 -0.16443193 -0.50436715 -0.04832901 -0.27260569 -0.07697739 -0.07057749 -0.23430955 0.03805974 -0.90038468 -0.36564251 -0.32623629 -0.34660524 -0.42487755 -0.38089444 -0.90582193 -0.43023923 -0.29044741 -0.16300129 -0.59043078 -0.30161998 -0.96123843 -0.23138266 -0.80902613 -0.30296806 -0.76726314 -0.38038829 -0.81061947 -0.51871565
"WALKING_UPSTAIRS" 24 0.26988111 -0.02519794 -0.11424861 -0.34439935 -0.11680449 -0.25560101 0.02427535 0.9063695 -0.23749841 -0.22713487 -0.96219057 -0.91669078 -0.28163746 0.08623101 -0.0150816 -0.01323537 -0.49876467 -0.51522075 0.03285004 0.08831638 -0.10593295 0.02482907 -0.57742641 -0.56853412 0.17088153 -0.14680085 -0.03173506 -0.04984272 -0.64048954 -0.64664437 -0.11275385 -0.22640282 0.18035413 -0.22640282 0.18035413 -0.48848762 0.06196256 -0.33443584 0.14335235 -0.65875163 0.19698176 -0.39579055 -0.25241254 -0.31279221 -0.32616555 -0.10778768 -0.94352923 -0.51564462 -0.52760424 -0.48339099 -0.52710472 -0.53584332 -0.94789375 -0.50318868 -0.54662098 -0.37218291 -0.60294548 -0.58617782 -0.97884756 -0.32230099 -0.75858589 -0.42980078 -0.46743203 -0.56466499 -0.60193436 -0.64611467
"WALKING_UPSTAIRS" 25 0.27799541 -0.02698635 -0.12621044 -0.45977565 -0.22308681 -0.29652398 -0.27574281 0.92769324 -0.21764128 0.10823099 -0.95087845 -0.93175827 -0.35845603 0.07400414 0.00925514 -0.01169068 -0.66364275 -0.62713124 -0.04842933 0.05561219 -0.10943766 0.09962274 -0.48901179 -0.43367338 0.52013894 -0.12648116 -0.0281453 -0.05404522 -0.6938549 -0.83969914 -0.0959674 -0.3057722 0.20778008 -0.3057722 0.20778008 -0.67916084 -0.03551713 -0.3186347 0.16952198 -0.77710603 -0.2375719 -0.52164984 -0.38015081 -0.54293183 -0.43797579 -0.19998843 -0.9875314 -0.66820816 -0.64084942 -0.79326697 -0.69021363 -0.63808601 -0.99198666 -0.476145 -0.61857991 -0.57516972 -0.50011983 -0.34936269 -0.99013024 -0.52790756 -0.72090786 -0.65479511 -0.59600169 -0.56715347 -0.5280367 -0.82240391
"WALKING_UPSTAIRS" 26 0.27269139 -0.02816338 -0.12194346 -0.16900695 -0.04917263 -0.40459694 0.14407493 0.94209526 -0.24616966 -0.00199311 -0.96201139 -0.93785816 0.04808669 0.07556453 0.00209172 -0.01170893 -0.29087997 -0.39977147 0.30188688 -0.02479508 -0.06576018 0.0721459 -0.5502744 -0.60309711 0.23152602 -0.09755902 -0.03862441 -0.05955584 -0.51582942 -0.72521029 -0.24154392 -0.1428745 0.11411927 -0.1428745 0.11411927 -0.4044639 0.25151027 -0.34442705 -0.09565955 -0.64809985 0.092068 -0.24282076 -0.18552831 -0.49950276 -0.14284384 -0.04394731 -0.96942887 -0.30454056 -0.4193447 -0.63974126 -0.34207543 -0.42005578 -0.96851894 -0.42768657 -0.61711254 -0.34270393 -0.5908123 -0.59823664 -0.95115907 -0.16756638 -0.55617157 -0.29497047 -0.74122486 -0.55608478 -0.72915357 -0.67358066
"WALKING_UPSTAIRS" 27 0.26577025 -0.02009533 -0.12353044 -0.29543955 -0.09501041 -0.23070788 0.30978911 0.86800028 -0.22927866 -0.29464264 -0.95643387 -0.94771338 -0.20834914 0.07347635 -0.01402294 0.00674679 -0.46806619 -0.4268335 0.43615389 -0.09403449 0.00212499 0.14012986 -0.562461 -0.5879668 0.26798868 -0.09375187 -0.05092352 -0.06290137 -0.69577495 -0.71114844 -0.26690169 -0.16058936 0.08643406 -0.16058936 0.08643406 -0.47906742 -0.19906092 -0.28614572 -0.00545249 -0.69989509 -0.10235144 -0.4176074 -0.24968852 -0.4188864 -0.25350407 -0.07940598 -0.96552589 -0.50311386 -0.44246561 -0.60854424 -0.47892337 -0.45011643 -0.96644247 -0.54436923 -0.59409258 -0.40052846 -0.57425428 -0.58786947 -0.97788059 -0.39392894 -0.60249122 -0.46077028 -0.10495746 -0.60766773 -0.48545714 -0.7191798
"WALKING_UPSTAIRS" 28 0.26200584 -0.02794439 -0.12151403 -0.24206243 -0.14675388 -0.28598691 -0.02394557 0.85450823 -0.333224 -0.26520786 -0.9446978 -0.92764109 -0.1730938 0.07068319 0.02229854 0.00749082 -0.31267166 -0.33160241 0.0563665 -0.12936297 0.0212251 0.10372099 -0.51881823 -0.47931952 0.55978063 -0.08056806 -0.04925521 -0.07526104 -0.49428291 -0.6905711 -0.14635347 -0.1862405 0.11510648 -0.1862405 0.11510648 -0.38808625 -0.00559237 -0.26341528 -0.16360642 -0.6202798 -0.19424624 -0.26610134 -0.19058907 -0.40173294 -0.23372664 -0.17855498 -0.95758144 -0.31886673 -0.35800937 -0.58781357 -0.37027368 -0.34902657 -0.95769551 -0.40363628 -0.5220665 -0.318211 -0.55638341 -0.45998932 -0.9569916 -0.21351936 -0.62068006 -0.29443342 -0.39432681 -0.53483541 -0.59886154 -0.66250582
"WALKING_UPSTAIRS" 29 0.26542307 -0.02994653 -0.11800059 -0.08677156 -0.12212829 0.09954435 -0.03006181 0.92925895 -0.22712013 0.0443786 -0.95418901 -0.9230078 0.39117071 0.10634519 -0.00068902 -0.02907139 -0.18236582 -0.3886242 0.12664009 0.09319895 -0.15232811 0.08543181 -0.32390473 0.0461103 0.32980252 -0.13042907 -0.05110351 -0.06809388 -0.47493261 -0.73422519 -0.10270905 0.0083436 0.13922715 0.0083436 0.13922715 -0.34432483 0.04809354 0.04396277 0.31576554 -0.6173408 -0.29854423 -0.10979348 -0.1960115 -0.32048788 -0.07906253 -0.14125807 -0.96890362 -0.22506777 -0.40888661 -0.64619859 -0.2113854 -0.40864895 -0.97112066 -0.26051929 -0.39404534 -0.34170013 -0.35033821 0.23434678 -0.96450979 -0.1083064 -0.62152414 -0.23910805 -0.47157299 -0.3572139 -0.43144329 -0.69745455
"WALKING_UPSTAIRS" 30 0.27141564 -0.02533117 -0.12469749 -0.35050448 -0.12731116 0.0249468 -0.3216868 0.93182983 -0.22664729 -0.02214011 -0.95403362 -0.91493394 -0.50976835 0.05798404 -0.00358719 0.01615062 -0.5354202 -0.58721454 0.17282512 -0.00355975 -0.07796065 0.08146993 -0.49383752 -0.08404815 0.42953078 -0.10841426 -0.01411134 -0.03641578 -0.74274953 -0.74333696 0.17563318 -0.13762786 0.17851013 -0.13762786 0.17851013 -0.5966001 -0.164603 -0.11360837 0.25214267 -0.71878026 -0.13060823 -0.42040283 -0.29781377 -0.36751984 -0.32626036 -0.10429918 -0.97699861 -0.55067842 -0.59291944 -0.73780388 -0.56156521 -0.6108266 -0.98547023 -0.488039 -0.36605843 -0.318937 -0.50348424 0.04495455 -0.9802466 -0.40058835 -0.67026503 -0.54978489 -0.57065627 -0.44915074 -0.23929101 -0.77397445
"WALKING_DOWNSTAIRS" 1 0.28918832 -0.0099185 -0.10756619 0.03003534 -0.03193594 -0.23043421 0.07568451 0.93187442 -0.26661034 -0.06211996 -0.95055981 -0.93701866 0.10130462 0.05415532 0.02965045 -0.01097197 -0.01228386 -0.10160139 0.11603402 -0.03507819 -0.09093713 0.09008501 -0.45803054 -0.12634919 -0.28004233 -0.0739592 -0.04399028 -0.02704611 -0.48702734 -0.23882483 -0.25142107 0.02718829 -0.15330044 0.02718829 -0.15330044 -0.08944748 0.11097135 -0.07574125 -0.2958838 -0.29546384 0.05726683 0.03822918 0.00154991 -0.22557447 0.02433084 -0.11296374 -0.81037755 -0.02766387 -0.12866716 -0.28833474 -0.0863279 -0.13458001 -0.82164717 -0.35244963 -0.05570225 -0.03186943 -0.49542249 -0.18141473 -0.88399403 0.09658453 -0.73912219 0.02621849 -0.53938471 -0.18572029 -0.77154146 -0.28196336
"WALKING_DOWNSTAIRS" 2 0.27761535 -0.02266142 -0.11681294 0.04636668 0.26288179 -0.10283791 0.16272385 0.86183135 -0.3257801 -0.04388902 -0.94036176 -0.94006853 0.04518226 0.11004062 -0.00327959 -0.02093517 0.14724914 0.12682801 0.13289985 -0.11594735 -0.00482329 0.09717381 -0.32078923 -0.41573914 -0.10718127 -0.05810385 -0.04214703 -0.07102298 -0.24394059 -0.4693967 -0.18857591 0.08995112 0.054321 0.08995112 0.054321 0.00565516 -0.02736132 -0.16218859 -0.01963182 -0.41087267 0.07999737 0.11284116 0.27834504 -0.13129077 0.01610462 0.17197397 -0.86956553 0.13812068 0.09620916 -0.27149872 0.04995906 0.08083335 -0.86957545 -0.14577597 -0.36191382 -0.08749447 -0.37943667 -0.45873275 -0.76067055 0.29342483 -0.74552611 0.22224741 -0.25477492 -0.32083854 -0.61425075 -0.38017531
"WALKING_DOWNSTAIRS" 3 0.29242348 -0.01935541 -0.11613984 -0.05741005 -0.03315037 -0.36224025 0.15847592 0.93905779 -0.22882921 -0.10235276 -0.95006113 -0.94609464 0.20303365 0.07256893 0.01097078 -0.00202728 -0.085801 -0.11143919 -0.04359557 -0.13157328 -0.0139358 0.12382674 -0.26165341 -0.54674039 -0.1532154 -0.07787017 -0.03915679 -0.04161931 -0.28568316 -0.68094734 -0.15160585 -0.06281261 0.14430669 -0.06281261 0.14430669 -0.20523925 0.01572096 -0.2152945 -0.17221893 -0.50856758 -0.08505698 -0.04217069 -0.00770048 -0.40445241 -0.06544172 -0.10972235 -0.94517244 -0.09067071 -0.13593854 -0.52905945 -0.1654429 -0.14772824 -0.94462939 -0.12906657 -0.54269416 -0.30286646 -0.30863033 -0.55309454 -0.92034453 0.02894132 -0.81796948 -0.04947798 -0.51700182 -0.33237663 -0.72370806 -0.5762772
"WALKING_DOWNSTAIRS" 4 0.27996533 -0.00980201 -0.10677752 0.01119355 -0.21859832 -0.47918598 -0.02467882 0.94773186 -0.06208528 0.14871481 -0.95525888 -0.93206604 0.27993252 0.09718627 0.0056378 -0.00729138 -0.14575971 -0.14624229 0.191113 -0.10283882 -0.0704026 0.05926395 -0.3702447 -0.69945354 -0.1949502 -0.09212827 -0.03484349 -0.04928364 -0.39599549 -0.81685824 -0.09665676 -0.04916167 0.08855021 -0.04916167 0.08855021 -0.22885141 0.01286922 -0.34660629 -0.30138369 -0.59284301 -0.02657226 -0.07223923 -0.12960664 -0.49468345 0.03900983 -0.32253132 -0.94005204 -0.16163291 -0.17294163 -0.58391737 -0.20825006 -0.17720209 -0.94180178 -0.24029889 -0.71754584 -0.31830648 -0.414919 -0.69151837 -0.74788006 -0.01907434 -0.74390379 -0.17529529 -0.5025646 -0.42921337 -0.64308311 -0.62175246
"WALKING_DOWNSTAIRS" 5 0.29354393 -0.00850108 -0.10031993 0.27504611 0.09076308 -0.32589144 0.34895916 0.95664935 -0.06075783 0.02167779 -0.95049094 -0.91236342 0.39845671 0.1096506 0.01376182 0.02133977 0.03224155 0.04736123 0.4762984 -0.06829457 -0.0707806 0.080656 -0.46064684 -0.40913415 -0.2967999 -0.11014901 -0.07082966 -0.03996569 -0.41130222 -0.51459149 -0.33237748 0.21113885 0.117369 0.21113885 0.117369 -0.06375286 -0.13008588 -0.21802984 -0.11639937 -0.39719562 0.12005461 0.09843201 0.07922807 -0.37474009 0.33655472 0.02682699 -0.9448698 -0.03680122 -0.0568033 -0.49197995 0.01105593 0.09017201 -0.94521886 -0.2953451 -0.38248308 -0.03417503 -0.51494094 -0.43155278 -0.81945036 0.15574217 -0.58463561 0.00918394 -0.34239375 -0.34933841 -0.7928438 -0.45369725
"WALKING_DOWNSTAIRS" 6 0.27704526 -0.01953684 -0.10720936 0.38368164 0.36016496 -0.32020423 0.12910857 0.92853146 -0.21404633 -0.00307982 -0.95440627 -0.9335776 0.31995121 0.10368134 0.00987686 -0.00932471 0.16527107 0.27654403 0.27394016 -0.09608374 -0.03417822 0.08700126 -0.19830385 -0.18922957 -0.14751496 -0.02564522 -0.07680899 -0.03722287 0.0393388 -0.19350841 -0.33677888 0.33375473 0.13269805 0.33375473 0.13269805 0.10384507 -0.1136091 0.01426778 -0.11485439 -0.08293669 0.00053954 0.32830851 0.33977117 -0.27760259 0.40336977 0.28324784 -0.80177301 0.13655499 0.13720245 -0.28308621 0.08865151 0.34124239 -0.7884672 0.06337161 -0.13032747 0.15284525 -0.28672491 -0.23547098 -0.69755956 0.39595803 -0.53107517 0.24383426 -0.58582016 -0.01437354 -0.78117085 -0.13270538
"WALKING_DOWNSTAIRS" 7 0.28030708 -0.01663324 -0.09693831 0.06608156 -0.13817907 -0.06364024 0.43697117 0.93062363 -0.12987167 -0.15493554 -0.96487596 -0.95267869 0.35684522 0.09689262 -0.01910611 -0.01603904 0.02850339 -0.29627967 0.47411124 -0.10540961 -0.04971746 0.11689477 -0.4077441 -0.29262614 -0.16402806 -0.05972735 -0.03819043 -0.07894693 -0.51073102 -0.29952021 -0.49942073 0.01987953 0.08113833 0.01987953 0.08113833 -0.17031962 0.10523811 -0.18874082 0.04161745 -0.39922996 0.25191825 0.04434283 -0.14530231 -0.13921622 0.07301108 -0.19018714 -0.88585318 -0.03052267 -0.31623651 -0.2964949 -0.00426289 -0.32437856 -0.89117283 -0.33930147 -0.21444307 -0.29960027 -0.43273097 -0.35171774 -0.91810659 0.21891107 -0.73664495 0.06738989 -0.15131672 -0.25504506 -0.67186675 -0.28909668
"WALKING_DOWNSTAIRS" 8 0.28348409 -0.02110587 -0.10759814 0.02413935 0.34382627 0.13371704 0.13919854 0.9140235 -0.18761024 -0.14181793 -0.94576656 -0.94158093 -0.10330697 0.11893809 -0.03801938 -0.03943562 0.25014372 0.28814072 -0.01046864 -0.12118963 -0.05007602 0.11414386 -0.25843089 0.02431312 -0.10994566 -0.03492835 -0.05349697 -0.08679033 -0.2678879 -0.07045265 -0.26249884 0.17659931 -0.07440661 0.17659931 -0.07440661 0.26262849 0.13532665 0.09934297 -0.16351634 -0.12618914 0.02648073 0.1365902 0.38841278 0.15958976 -0.02604633 0.23218408 -0.64350681 0.2148414 0.22063969 0.05860969 0.17265898 0.27394379 -0.66918883 -0.13074045 0.11609088 0.02774981 -0.3027351 -0.04613563 -0.82579101 0.30162676 -0.84714337 0.33152846 -0.58495803 -0.00036273 -0.7756568 -0.12517959
"WALKING_DOWNSTAIRS" 9 0.29592344 -0.02039943 -0.09102788 0.21339227 -0.20831071 -0.0077153 -0.00103673 0.93841777 -0.03523046 -0.08227617 -0.95214122 -0.93630656 0.21124933 0.13019304 -0.0206866 0.00262569 0.01762334 -0.30944247 -0.14662599 -0.0916383 -0.07125988 0.1168044 -0.3964292 -0.34076523 0.11181641 -0.0945912 -0.05976083 -0.06780806 -0.50966931 -0.44860245 0.17796755 0.14588636 -0.16344994 0.14588636 -0.16344994 -0.16237609 -0.13352587 -0.1689214 -0.03022577 -0.46902843 -0.07220653 0.10312851 -0.18312046 -0.10370582 0.25048876 -0.27356139 -0.89149863 -0.06453543 -0.31364304 -0.29367779 0.00938224 -0.35598182 -0.88479377 -0.32504289 -0.3125122 -0.25068659 -0.42355877 -0.36428257 -0.95732146 0.22220394 -0.73529622 0.00716878 -0.15514585 -0.34754023 -0.73219312 -0.46317205
"WALKING_DOWNSTAIRS" 10 0.29040159 -0.02000508 -0.1108486 0.29573355 0.00407915 -0.18355756 -0.09416613 0.93980742 -0.06461608 0.04187154 -0.93926761 -0.93700382 -0.02165738 0.10095939 0.01078249 0.00015262 0.22327581 -0.10502036 -0.14334648 -0.12483959 -0.10674254 0.07244337 -0.30474538 -0.31140753 -0.02007154 -0.0643764 -0.04893781 -0.07204131 -0.41698614 -0.47165098 0.06309222 0.25084377 0.01294452 0.25084377 0.01294452 0.05070102 0.10324767 -0.0238468 -0.32184035 -0.40185431 -0.18504418 0.21566527 0.0090466 -0.15772836 0.32495774 -0.06333377 -0.75906159 0.18141913 -0.1195043 -0.24067904 0.15691268 -0.1533558 -0.76250358 -0.21435028 -0.27249571 0.03913668 -0.33951436 -0.343237 -0.84294476 0.2201157 -0.64451829 0.15697805 -0.39122672 -0.31234751 -0.75963702 -0.48419648
"WALKING_DOWNSTAIRS" 11 0.29160563 -0.01780977 -0.11107015 0.14245656 0.07081227 -0.32402694 -0.15131312 0.94174641 -0.20032194 0.13237168 -0.9544975 -0.92631047 0.40389425 0.08971687 0.02522742 -0.02252089 -0.08342127 -0.12681666 0.14366829 -0.1250687 -0.02627753 0.05752446 -0.37406902 -0.49591172 -0.04355184 -0.02209163 -0.0520273 -0.03730484 -0.53437495 -0.68459332 0.08418905 0.12622766 0.14785759 0.12622766 0.14785759 -0.19820614 -0.05101637 -0.19788336 -0.02100912 -0.59929476 -0.14201015 0.03519372 0.02475081 -0.37762476 0.17990676 0.02627772 -0.93799927 -0.120463 -0.17747924 -0.53022553 -0.12834163 -0.13044383 -0.94324994 -0.31877701 -0.52825452 -0.27345911 -0.39772276 -0.48112749 -0.95824478 0.09028076 -0.72064817 -0.097455 -0.53147097 -0.45617011 -0.62453478 -0.66834053
"WALKING_DOWNSTAIRS" 12 0.2815211 -0.01808427 -0.10955593 0.04240849 0.11083534 -0.42501741 0.21146125 0.94986198 -0.17870218 -0.05610506 -0.95950402 -0.94329843 0.17607099 0.06215003 -0.01192892 0.00485262 0.00631914 0.06292167 0.17954164 -0.11253156 -0.04273367 0.0895435 -0.36214306 -0.47628774 -0.05239867 -0.0264669 -0.06091772 -0.065324 -0.27860816 -0.51747911 -0.14330787 0.01831394 0.11645293 0.01831394 0.11645293 -0.10709102 0.01128304 -0.21335151 -0.18386182 -0.44283108 0.05273577 0.02350493 0.15051 -0.40212122 0.04833471 0.01674951 -0.90418744 -0.00701472 0.00639407 -0.45161432 -0.07231143 0.05151231 -0.90524526 -0.17885617 -0.42063147 -0.21276736 -0.42236324 -0.51892313 -0.85912102 0.14801727 -0.7482441 0.07699684 -0.3031331 -0.34493842 -0.71622021 -0.45822749
"WALKING_DOWNSTAIRS" 13 0.29490755 -0.01437238 -0.10199394 -0.06815636 -0.03212525 -0.15833315 0.21445672 0.94187562 -0.21155511 -0.09508203 -0.95264308 -0.92854437 0.30066526 0.10170454 -0.00751868 -0.02529777 -0.0740908 -0.14902777 0.17117506 -0.1226722 -0.02372057 0.11128424 -0.41701416 -0.19884816 -0.12524293 -0.06471998 -0.06694141 -0.05120205 -0.46373667 -0.25916325 -0.28927905 -0.02946343 0.01109641 -0.02946343 0.01109641 -0.12792605 0.05579052 -0.10211448 -0.01860118 -0.32355244 0.03007953 -0.07266027 -0.03645352 -0.15117872 -0.06804362 -0.09244442 -0.86464175 -0.11485156 -0.20781235 -0.27613804 -0.11474498 -0.14177512 -0.878839 -0.31967712 -0.13382889 -0.21290666 -0.45219039 -0.24966033 -0.907223 0.05287919 -0.76091115 -0.02821567 -0.31922657 -0.20612171 -0.7825462 -0.2663999
"WALKING_DOWNSTAIRS" 14 0.29342212 -0.02001414 -0.09283302 0.01783134 0.37887049 0.45157608 0.38528063 0.81629643 -0.26425467 -0.39255588 -0.91909879 -0.92072594 0.41863701 0.04286316 0.02913394 0.01049526 0.01295975 0.19279177 0.10317799 -0.01470797 -0.09452884 0.03533445 -0.35455164 0.05699022 -0.27304766 -0.10862038 -0.07405898 -0.06159788 -0.5370021 -0.28431802 -0.49057954 0.18553771 -0.14079132 0.18553771 -0.14079132 0.03536014 0.14913524 0.16634001 -0.26781307 -0.27512088 -0.44624874 0.02125416 0.37148247 0.28073595 0.01408261 0.2936339 -0.7643164 -0.03378205 0.16477506 -0.02487898 -0.03023964 0.13873797 -0.75581313 -0.29531554 0.01320823 0.49241438 -0.37888287 0.07413912 -0.81931005 0.47190516 -0.79037541 0.18622348 -0.21637606 -0.07875684 -0.77886531 -0.25474713
"WALKING_DOWNSTAIRS" 15 0.28019885 -0.00563048 -0.11052607 0.40647105 0.18653238 -0.28198218 -0.01982854 0.9323022 -0.16746232 0.07888224 -0.94280648 -0.92568589 -0.06763865 0.07114572 0.0151159 -0.01002129 0.13459384 0.01580592 0.15454261 -0.13661865 -0.03467557 0.07117582 -0.31869253 -0.37320816 -0.05563896 -0.04825321 -0.04954155 -0.03392131 -0.45598076 -0.57496412 0.04303859 0.32044939 -0.08253822 0.32044939 -0.08253822 -0.03726661 -0.03633984 -0.12168632 -0.06046355 -0.50946665 -0.05656489 0.23530983 0.1675181 -0.2598122 0.46632568 0.1199936 -0.88610649 0.06196875 -0.02697694 -0.34537654 0.10806274 -0.0072286 -0.88165134 -0.22735957 -0.4023323 -0.1831948 -0.35163 -0.36097285 -0.92847076 0.33115023 -0.74047552 0.15841333 -0.3754501 -0.37389863 -0.7091824 -0.56539613
"WALKING_DOWNSTAIRS" 16 0.2955868 -0.01838986 -0.11987371 0.207252 -0.14699384 0.01143539 0.08540782 0.91781843 -0.05848327 -0.2253825 -0.95778512 -0.95548779 0.07011972 0.09078571 -0.01481145 -0.02931226 -0.10118693 -0.26168475 0.09030198 -0.02253734 -0.06826479 0.08353801 -0.45418847 -0.5283293 -0.01373671 -0.10390404 -0.05676866 -0.06121369 -0.62367602 -0.58342178 0.04406389 0.19107979 0.15393257 0.19107979 0.15393257 -0.16590881 0.10736686 -0.30982043 0.00428485 -0.59089664 0.04050606 0.03682635 -0.13459835 -0.04769426 0.26611549 -0.20868059 -0.86707177 -0.15544488 -0.28995786 -0.24197408 -0.12568282 -0.28150741 -0.87915921 -0.42084401 -0.47951298 -0.37500063 -0.4703735 -0.56521403 -0.96638353 0.11403209 -0.63993946 -0.07456591 -0.32773982 -0.48825394 -0.58886509 -0.58966315
"WALKING_DOWNSTAIRS" 17 0.29391828 -0.01673594 -0.08924327 0.18771976 -0.0607892 -0.23106416 0.16503958 0.92881758 -0.15107706 -0.16096299 -0.95002624 -0.94657668 0.10716505 0.11825086 -0.01138262 -0.00939838 -0.10343647 -0.30406353 0.13853488 0.06777284 -0.1235172 0.01628787 -0.37043687 -0.45928199 -0.14662541 -0.10777003 -0.03817024 -0.05825188 -0.52680183 -0.57214473 -0.36030793 0.1489511 -0.04740945 0.1489511 -0.04740945 -0.22163169 -0.06876758 -0.23264176 0.02725419 -0.54032579 -0.06018277 -0.02262392 -0.13027251 -0.31808186 0.25894168 -0.08605274 -0.95231705 -0.21509205 -0.3512684 -0.49866846 -0.0718767 -0.29893114 -0.95434832 -0.31641296 -0.45112687 -0.40338039 -0.39319473 -0.46939043 -0.96862615 0.05806805 -0.71580575 -0.1886804 -0.53562178 -0.40943876 -0.68531182 -0.57734888
"WALKING_DOWNSTAIRS" 18 0.28843947 -0.01686669 -0.10339081 -0.30263457 -0.25421405 -0.41861013 0.24393989 0.93227748 -0.22580913 -0.04936367 -0.96040487 -0.93296222 0.44409236 0.0809044 -0.00075707 -0.01417699 -0.38722393 -0.44703387 0.25312184 -0.05765487 -0.06362143 0.09874717 -0.50247303 -0.61723079 -0.00714865 -0.08365666 -0.05091203 -0.05705918 -0.67671618 -0.75260862 0.02576523 -0.29353197 0.03868876 -0.29353197 0.03868876 -0.46651604 0.03121095 -0.38102281 -0.01909724 -0.70166307 -0.11526294 -0.35008679 -0.30904961 -0.50582436 -0.28553587 -0.27379816 -0.96545176 -0.41272829 -0.46598267 -0.6221359 -0.4160505 -0.46454605 -0.96582119 -0.48923227 -0.6415276 -0.4470307 -0.51394709 -0.60775798 -0.97577706 -0.24197353 -0.70299393 -0.38339871 -0.23490741 -0.60473541 -0.59155995 -0.74423605
"WALKING_DOWNSTAIRS" 19 0.26268805 -0.01459423 -0.13369524 0.62691707 0.51481645 0.04932245 0.26400581 0.88194086 -0.21501804 -0.12614687 -0.89972614 -0.91788086 0.25830804 0.07309303 -0.03868721 -0.00955202 0.54427304 0.35530672 0.02121934 -0.20577543 0.02747076 0.16396251 0.26765722 0.04831477 -0.07804475 -0.03374296 -0.03946126 -0.05455656 0.17914865 -0.01462992 -0.15386389 0.64460433 -0.10814012 0.64460433 -0.10814012 0.4344904 -0.1295263 0.41800461 -0.16664568 0.08758166 -0.03656557 0.53701202 0.4944578 0.11065922 0.65850654 0.42792879 -0.55939709 0.47431726 0.27671685 0.05959058 0.47680389 0.34977129 -0.56240343 0.47496245 0.14708314 0.21067307 0.19661329 -0.02848957 -0.58316928 0.58663755 -0.78525004 0.53840485 -0.50408907 0.20397976 -0.6860574 -0.02290453
